human_index	human_id	human_accession	gene_symbol	sequence_sha256
15495	sp|Q9UJX6|ANC2_HUMAN	Q9UJX6	ANC2	b1006c2a9c85a3d02d3d079e2aef6904aad1a8e3d758f3a1373cfb312c82a4b1
15496	sp|Q9ULA0|DNPEP_HUMAN	Q9ULA0	DNPEP	5828f460e2f36cc52a70e0827bc2eff6df5234fb637b1287718d572b081c741b
15497	sp|Q9UM11|FZR1_HUMAN	Q9UM11	FZR1	4541871e6c063ceb2ff31b1e9654bd428855b383678d015c7464b9bf1e1f38b3
15498	sp|Q9Y694|S22A7_HUMAN	Q9Y694	S22A7	aa881f39b14fd3a3cf6923f5e93fce3346587a5c678d1daecffe0dce2920505a
15499	sp|Q9Y6F9|WNT6_HUMAN	Q9Y6F9	WNT6	f5f7388e64e9dab06d54035f5ddbc74f5fbde16f27e72eeb387810db98141bb0
15500	sp|A0A075B6K0|LV316_HUMAN	A0A075B6K0	LV316	02bfee0e83fb46575fe2429d9f8717de6f0e9d4879b69c12a8c45ccd0ff51845
15501	sp|A0A087WUV0|ZN892_HUMAN	A0A087WUV0	ZN892	c45656f7f59ae9e5e611a6df24de158cbe5331cfd8676d6a4d42d4bad23f8ed0
15502	tr|A0A0A0MT84|A0A0A0MT84_HUMAN	A0A0A0MT84	A0A0A0MT84	fbffa8270e8e9a8a5429446cfe151dcaabda5a00871b11f95dbb5e88c32e4db6
15503	sp|A0A0C4DH67|KV108_HUMAN	A0A0C4DH67	KV108	9f047c6a462388de31861720840534dcc3724339edb2789c553455a631010465
15504	sp|A0A0K0K1G6|TVBJ3_HUMAN	A0A0K0K1G6	TVBJ3	c08e5a135e9447d977948740edfeeff1445b6a835290f5b7c4a7157a5fee8649
15505	sp|A0A1B0GVT2|SIM36_HUMAN	A0A1B0GVT2	SIM36	9f47b1dfc63658050e04c2ffc91e8f751fc02fdbeb056c0b514079f982e02456
15506	sp|A0A286YEU6|OR1R1_HUMAN	A0A286YEU6	OR1R1	84d1685a549db87ebc1a45c910bd2ba74edfb565bb2e0e8d2409b32f6a4ff14d
15507	sp|A2RUS2|DEND3_HUMAN	A2RUS2	DEND3	a028d2dcf049fb8d9d10a1ccb5c7651c94e6c096a9b7487d6a98c6c4a79afa54
15508	sp|A6NGK3|GAG10_HUMAN	A6NGK3	GAG10	ec93f625367cba6dd0bac6a556c569c781dbc0f5054760cadb1a4a4d7faa2f94
15509	sp|A8MYZ5|IQCF6_HUMAN	A8MYZ5	IQCF6	d3057217d09a8b69cf6ca6c67631b29e27bc19babcc9cc842ac45f8be2568e34
15510	sp|C9JR72|KBTBD_HUMAN	C9JR72	KBTBD	662b07f6b347a61f21ffd9c7d6f5a95a148416dd4013fdae50dc5e830c8fb6c3
15511	sp|E0CX11|STMP1_HUMAN	E0CX11	STMP1	ce84dfa56211dd5402e4781338d496d1f00fdf9ec3dd011c97e6f31b8cf696e2
15512	sp|E9PAV3|NACAM_HUMAN	E9PAV3	NACAM	48583e2d73ed1c14b7a0800e1ddb7a2992cf42342463d552f707d664cd0c7533
15513	sp|E9PJI5|NPIA7_HUMAN	E9PJI5	NPIA7	f71dd910ffd83d9c42c26370c6e45f5a220a4ba34a913e1b645b2e513dd75df9
15514	sp|O43795|MYO1B_HUMAN	O43795	MYO1B	f35c1bf249ccafd96ba5af7577dff8928e3a4e655ccfa653cad178b583308e90
15515	sp|P01848|TRAC_HUMAN	P01848	TRAC	89a5ca800630639f757e77e2cb94adfc9a3f191515d773d57d20b978cf40a513
15516	sp|P02655|APOC2_HUMAN	P02655	APOC2	c62583092754e633b1c1f2bf54993d9c0b69175cde7b94142d81d6220d2d7d95
15517	sp|P10809|CH60_HUMAN	P10809	CH60	255f10faab444adf97a1fbf27c84d198c005d06d385da0ce28b73bdb4667af07
15518	sp|P14384|CBPM_HUMAN	P14384	CBPM	cf5f31c1d5c3dae387df73c5a791c07796985ec2b530617736caf5d18e15c12e
15519	sp|P14616|INSRR_HUMAN	P14616	INSRR	ea702ed4725525fd6e0def5659c4adf779a1467a0f282a81692b1eae360880f3
15520	sp|P17707|DCAM_HUMAN	P17707	DCAM	1947062ab531d42762d1dac04365adf00455040c5c596df8d3779cdaf950e9a8
15521	sp|P19022|CADH2_HUMAN	P19022	CADH2	fd8e702417a28477e22b7a784dd77e58215dc3b8dd0b796bf1aa3c41912f96ea
15522	sp|P37275|ZEB1_HUMAN	P37275	ZEB1	cd46f549cc2b923bd4654067d60ea4c14bec09f9defb570ae511a0ea309e72a6
15523	sp|P47736|RPGP1_HUMAN	P47736	RPGP1	22d5574218c2d4914bd8a69c13385cb543275c2e9098cc2c502843f77f130fce
15524	sp|P49221|TGM4_HUMAN	P49221	TGM4	1fb265fdf84cb645fd5a8700153b2edd9d1c2f51b6e68130a927c5bc48afc67c
15525	sp|P50583|AP4A_HUMAN	P50583	AP4A	4196238bff47a46cff479e27ffbf9196377ee68c8dd86d7c37f98ac28112c63d
15526	sp|P52823|STC1_HUMAN	P52823	STC1	0912acdac7ff3ec693c8ab08cd864c552dae7272ef9bfbf5fcc6d12a7b729025
15527	sp|P55265|DSRAD_HUMAN	P55265	DSRAD	4c6227d55a2a3c4faac5fee8b9211f1cb694554acbcbaaf1b25886b4a4120f19
15528	sp|P62841|RS15_HUMAN	P62841	RS15	d1eb8ca9961aeeac61ca2ecb0722f6c4ba6dd43d02e715b30790573eac07203f
15529	sp|P78537|BL1S1_HUMAN	P78537	BL1S1	21d8bc7e5b8deaf0386ae0385e09a911e1a6647edc8610113645c4e77cebf8f1
15530	sp|Q00604|NDP_HUMAN	Q00604	NDP	f98be54613ca1de585ef80730f7a39ab6962f0eb76d6715e07643d345af86cb1
15531	sp|Q01196|RUNX1_HUMAN	Q01196	RUNX1	866a89daa4ca4d69a1edda9735374df54f71fb8cfd986414a1e5122452396f92
15532	sp|Q13003|GRIK3_HUMAN	Q13003	GRIK3	caf1a12c9adda0924f1d7d8e39cbece22187fb34fc32d74f62ad64efabd9fc37
15533	sp|Q13278|RIG_HUMAN	Q13278	RIG	675f01e13dd08c2b5b4ceb314ffc31f541dfc21a9e2916e4edf0c1f4a3856410
15534	sp|Q14749|GNMT_HUMAN	Q14749	GNMT	b2a400a826cff07c729443aee7f789ff719264a170d27f2ad97d150920252d80
15535	sp|Q15270|NKX11_HUMAN	Q15270	NKX11	739bcc16b3754471e8af7a3c6887ee7a0dd0a92667d6aee454becf5d892fb157
15536	sp|Q15329|E2F5_HUMAN	Q15329	E2F5	147a8ee8a745aeb632f1561c91dbf073b65059019eee8b9278c2d671a0a4e6ad
15537	sp|Q15735|PI5PA_HUMAN	Q15735	PI5PA	0de6ed18d61459a48a9c9b1cc5509c3642c47f2b20012b468d0a936950b242ef
15538	sp|Q16612|NREP_HUMAN	Q16612	NREP	52519716508b76bbce6dd22783540d7a68890fb5c2b41c3dbaab6a2647ccbaf6
15539	sp|Q32M78|ZN699_HUMAN	Q32M78	ZN699	e1c782168a2404e3723222d0b4b0897fdac9a7a8b62a7c48f9c92d1a4f1c8845
15540	sp|Q3MHD2|LSM12_HUMAN	Q3MHD2	LSM12	52bd9529a7fc22b6bb7627afdd5cb7cd1c0d5cce93b00296a6d6cd75300f38b2
15541	sp|Q494W8|CRFM7_HUMAN	Q494W8	CRFM7	252b3a29b75f53ff3dd37ee5ce751df3bc4aff719269c841c29436412e3acd68
15542	sp|Q569K4|Z385B_HUMAN	Q569K4	Z385B	8b12a0d40df09f40121649c35cd39264530b114aaa8df742045b9302b1fd2173
15543	sp|Q5R3I4|TTC38_HUMAN	Q5R3I4	TTC38	4dd9fdc9769203e5a6f4cc331fb762efc392c772aa0f9b2790c420ae2736efa2
15544	sp|Q5SWL7|PRA14_HUMAN	Q5SWL7	PRA14	11f9e3ae594f07a14fad1a51657adfa3dfb8cf4f0e46421c5f6f1bb2f17d0019
15545	sp|Q66K80|RUAS1_HUMAN	Q66K80	RUAS1	3110c3e1e5735b8e4172458bde13051facf48581b5f74433bd17ccd228b34bee
15546	sp|Q6P0Q8|MAST2_HUMAN	Q6P0Q8	MAST2	6eb756706b1a73df4b1c21a0429c59bf60233edddeaa786d494f2aebb6e17c2d
15547	sp|Q6UXB4|CLC4G_HUMAN	Q6UXB4	CLC4G	d42effd954f4b6fec6d44409659d72f65e0a2b13626e4b74b94ce979d038d1e6
15548	sp|Q6ZMZ3|SYNE3_HUMAN	Q6ZMZ3	SYNE3	f7f5d54a5a3fc3208be38df3e0e6c01b746d87ceaacede98d201d1706de66d40
15549	sp|Q7Z6K5|ARPIN_HUMAN	Q7Z6K5	ARPIN	da8e967fd60a2f5ee1f4bf179e073cc6b90189453f513ce39c2b9611c575b4c8
15550	sp|Q86U42|PABP2_HUMAN	Q86U42	PABP2	7cd2ca69f6f2ec2cb47a58122a94a346ed36c26db7cba7860816be2795fbd8c9
15551	sp|Q86UY6|NAA40_HUMAN	Q86UY6	NAA40	acfd64242193d477b734c859173e95e416f7eb76e7da19dc30ce83e81a7d728b
15552	sp|Q86V81|THOC4_HUMAN	Q86V81	THOC4	2499595259fe846326edcec2c21b7dc3585c72e3573f1ed320bcc4a9af0c8bad
15553	sp|Q86XX4|FRAS1_HUMAN	Q86XX4	FRAS1	fc52f75c66f22bdc33c730cc5593eba4f1828f5780d91bc2e27a04623f2a5b19
15554	sp|Q8IXJ9|ASXL1_HUMAN	Q8IXJ9	ASXL1	31a7f1b42947792f6dc9d943588e8eafedd08a7e14472eee28ed379fde47c28b
15555	sp|Q8IY26|PLPP6_HUMAN	Q8IY26	PLPP6	32b3f4b2d9f9407e6a03079d551a69c899b5d8273adf27de056c8c09fea75bd5
15556	sp|Q8N0W7|FMR1N_HUMAN	Q8N0W7	FMR1N	c878597244b16abad747e601c90f64ac9fecc66ddcd569b9413066754a54914e
15557	sp|Q8N123|CPXCR_HUMAN	Q8N123	CPXCR	1505b89defd0658b9b7040aff82f8f9e043a2b3d874dde5ef25927aa1caa5f79
15558	sp|Q8N3Z6|ZCHC7_HUMAN	Q8N3Z6	ZCHC7	b81b72450d22530a13b51406a6049d2d55afc0791d80779e4c6f4e052bcf476a
15559	sp|Q8N616|TM148_HUMAN	Q8N616	TM148	2f660678bd47aff9f7f760f0b53359bcc85d4a3cd9aa9847058ccb07da8fc9c6
15560	sp|Q8N6T3|ARFG1_HUMAN	Q8N6T3	ARFG1	471c0ab941ac302ec6260b88c6d9873b7598d891fa40f160d46ec550156b75f8
15561	sp|Q8N9F8|ZN454_HUMAN	Q8N9F8	ZN454	2987b8ad0b7bc433ddb189821dbbd650b5873a29045e4725f7aa17eec3d66792
15562	sp|Q8NB78|KDM1B_HUMAN	Q8NB78	KDM1B	286577ef648e38deac079e8fb5c698fd31a1616b9e74448a94d832dba8170e74
15563	sp|Q8NBF2|NHLC2_HUMAN	Q8NBF2	NHLC2	196d813a4fb876e43247ea7704b047d3e823e7c598a3c2cc4bab80fd9b43c292
15564	sp|Q8NFU1|BEST2_HUMAN	Q8NFU1	BEST2	f702fc934dd82b13677fae83a497df09aec03894e5319a44b8287d2f81e8dfe1
15565	sp|Q8TEA8|DTD1_HUMAN	Q8TEA8	DTD1	06019dbd1b426460fad60e448826f8b1b2f8746454701f98b358f16020013ff4
15566	sp|Q8WW14|SMIP5_HUMAN	Q8WW14	SMIP5	ceabdf42d98a4b20c37bba763c46afc6208d5456c100c6d93631886d7e3f3219
15567	sp|Q8WWF1|CA054_HUMAN	Q8WWF1	CA054	29b94964e6367fa0818c0f04b0a9b5c9c1c54d45eb52ba33b4a70030a015658c
15568	sp|Q92772|CDKL2_HUMAN	Q92772	CDKL2	0bcb9f8ad767fed72301f0961e6418715edc20140e13af05ab9eab1f0fc4d20f
15569	sp|Q92786|PROX1_HUMAN	Q92786	PROX1	0cef75068c8c54b8b1cdc91ed3f270b17d009040ac8e814bf4292c9435d0a78a
15570	sp|Q969E1|LEAP2_HUMAN	Q969E1	LEAP2	2382d5246084849b85e55c928270afae84e7fe3a3b64d74ec813514a7d761866
15571	sp|Q969E8|TSR2_HUMAN	Q969E8	TSR2	52062209219972a1ff103a2dce1c40db766040348f76242dca36d72033a2ed00
15572	sp|Q96FN5|KIF12_HUMAN	Q96FN5	KIF12	717bb8ab0c8a7e28930f4d18d5aefcfa552eddc54e16a246c3e488064c4db0ad
15573	sp|Q96JQ0|PCD16_HUMAN	Q96JQ0	PCD16	856dc7a69350c940c758c8a10660f3aadb42d27e17415f9f2fb5ca51c1a3faaf
15574	sp|Q96LC9|BMF_HUMAN	Q96LC9	BMF	4484c0a81618db3dad4980ed1c8919c479b0610a0c5c6306d27a363909bdbf72
15575	sp|Q96LW4|PRIPO_HUMAN	Q96LW4	PRIPO	923c6d613b3278cffe41f15d8d8c1f48759269432353710b675862b8df19ae4c
15576	sp|Q9BSK2|S2533_HUMAN	Q9BSK2	S2533	8fcfe36165bd10a1c42becdab6c32f55eb778cc39d356371a8bb35abd9a01dcf
15577	sp|Q9BST9|RTKN_HUMAN	Q9BST9	RTKN	1f719a28badfa59e9aa84ec6a7aad6621287cf09f4a4ffbe77095991ac4ca21c
15578	sp|Q9BUT1|DHRS6_HUMAN	Q9BUT1	DHRS6	48369dceb09c50fd441dcba3477d16e74cdbb179af8aba567d6857a6943a7e6e
15579	sp|Q9BY78|RNF26_HUMAN	Q9BY78	RNF26	9e0bf2bd9b38659b6c910d7720e422278b025c31f51836f181ec7ce4cdd30c1b
15580	sp|Q9BZG2|PPAT_HUMAN	Q9BZG2	PPAT	ae7578cea7027bdfa76ea87493ed737fcb133580b74bebf297a8537b17ce09c8
15581	sp|Q9BZM2|PA2GF_HUMAN	Q9BZM2	PA2GF	d4cbb5d83b357ea123618d30e686ad999487520ae4a4b856c8f7c00ef8683c1b
15582	sp|Q9C0A1|ZFHX2_HUMAN	Q9C0A1	ZFHX2	d0bd96063979cce86b5a47657730e9bc93b0d25c6cd2037a885a345d3e3b6ff7
15583	sp|Q9H7X0|NAA60_HUMAN	Q9H7X0	NAA60	a4f5d79ca6c394f1ae9651718aa2c9ed1c9527799bd69bcd04f8946c81087bf2
15584	sp|Q9NR56|MBNL1_HUMAN	Q9NR56	MBNL1	6fdec3aedc32df88d86652f68d7b24686798a1a125fa891016b19baf3e339176
15585	sp|Q9NRH2|SNRK_HUMAN	Q9NRH2	SNRK	eb6eb28a977f99a651fa45147d29f3768ae83e5e378e163c358162a85d3012d0
15586	sp|Q9NRW4|DUS22_HUMAN	Q9NRW4	DUS22	0980495a2ae93c86f320bb2afe6c4f750648d7820c23e77d8501027ba2fbba12
15587	sp|Q9NWW0|HPIP_HUMAN	Q9NWW0	HPIP	ccdbed27a943ee00369ec7f752cd9701c6f22e900e22ab152eafb96bf9c38fc9
15588	sp|Q9NXR5|ANR10_HUMAN	Q9NXR5	ANR10	5dabc52caf96daac39925a5e062ff0b138009b5e17b7b96a471ddfcab6805c78
15589	sp|Q9P1P4|TAAR3_HUMAN	Q9P1P4	TAAR3	b2667c52a4e80add29d911a4d2253bf0e98c53ad1688324e77e63e88951add05
15590	sp|Q9P283|SEM5B_HUMAN	Q9P283	SEM5B	e130baba06b6023b8c9701f4ce55f458f8e89ccf7613f430aebba9736f5e10fb
15591	sp|Q9P2K2|TXD16_HUMAN	Q9P2K2	TXD16	80e0353e9e430d6bb7edfb8e88a63d20a4e52430a621b827272a8efb1533dd54
15592	sp|Q9UBB5|MBD2_HUMAN	Q9UBB5	MBD2	61b59a0d265f6e36d188a804f8421ae8a3e1fd67d7c37995d41a393fef53b186
15593	sp|Q9UBQ7|GRHPR_HUMAN	Q9UBQ7	GRHPR	46e62d5476ef3e5a8097fbbead89bc7b85b4d694781f998b8e3404b4370b55d1
15594	sp|Q9UGT4|SUSD2_HUMAN	Q9UGT4	SUSD2	9d136142edc3006c549e14463e7ecc6f95d18829abbdfeaf8c4259e42b4358e6
15595	sp|Q9UHQ1|NARF_HUMAN	Q9UHQ1	NARF	88faf7359c47b5d7bb22d15ad893ebe9a963a147d43992fcc997bc1534bd4249
15596	sp|Q9ULC5|ACSL5_HUMAN	Q9ULC5	ACSL5	5db811212ef9b2bae4aa46b47f6a655f29a2b748f6f9b10c15e25866c6eb5420
15597	sp|Q9UPZ6|THS7A_HUMAN	Q9UPZ6	THS7A	d76b5e0fda86091d982732056680bbe6019d56d63e6b4c35761e618fb7593bbc
15598	sp|Q9Y2E6|DTX4_HUMAN	Q9Y2E6	DTX4	93dd186ddae091cda5e1d6b6dccdcfed1b9ec53082d364ae9af010b9fa374cbe
15599	sp|Q9Y5H5|PCDA9_HUMAN	Q9Y5H5	PCDA9	15fa5b9f788a0351c56828494c961aa42c4db09a9c56398ec558ff86c322b551
15600	sp|A0A096LPI5|GVQW2_HUMAN	A0A096LPI5	GVQW2	dfa56a39bd41aa5e8a682dfa9f99fd8944f443afc2d15bd934986d348011e546
15601	sp|A0A1W2PQC6|S72L4_HUMAN	A0A1W2PQC6	S72L4	6b997c09416ec5dc084f30df400e506df0d9fb987cb663694916d1ace9a0f04e
15602	sp|A0A2Z4LIS9|FXO3B_HUMAN	A0A2Z4LIS9	FXO3B	1895ba442e593c1ccd27d48a880da6ad1d2bb3dfa4ba848fe4b9e61f7651130f
15603	tr|A0A8I5QJV6|A0A8I5QJV6_HUMAN	A0A8I5QJV6	A0A8I5QJV6	ac02ac7ab71a5fac6901e73d695b10d0614b2ccd55dd597feb02a92151c388a5
15604	tr|A0AAG2TVH8|A0AAG2TVH8_HUMAN	A0AAG2TVH8	A0AAG2TVH8	76a48fcbbddf010f8bf2e1f62305fee361a19a3bce9130f99788ce5d913e1c9e
15605	sp|B8ZZ34|SHSA8_HUMAN	B8ZZ34	SHSA8	8cca1c6e9d7821ce8c5cbdc0c2d8cb2784f44fcb370ae7e56f80918f942beebc
15606	sp|E5RG02|PRS46_HUMAN	E5RG02	PRS46	61127202e255c45e00f44b515f38fade3cc5cdf1d749f674914b0ef292219035
15607	sp|O00264|PGRC1_HUMAN	O00264	PGRC1	720f16714de2bc9142abbaf65f0e91783be662aad0139add86e36d69298dd4d4
15608	sp|O00422|SAP18_HUMAN	O00422	SAP18	4d10151b15d35766a34f9aabd1ac632eef14a61859fc2484998fb528bc14dc18
15609	sp|O14561|ACPM_HUMAN	O14561	ACPM	43aa1cdb7bb3efd8b9d3a0610e7dfde2f8a390c7892e6a537e446ba96a8b6eff
15610	sp|O15062|ZBTB5_HUMAN	O15062	ZBTB5	783c44b67f6480179d38f1cfc7b44537950ea711f33788572163c5e3f76c1c13
15611	sp|O43462|MBTP2_HUMAN	O43462	MBTP2	d39ce363a70c1182b5bf742751371293546f6d0752165b05a810e5d7d7eabc8c
15612	sp|P01706|LV211_HUMAN	P01706	LV211	9adf567dcf8446d9c9a9151b9d7a0d21476a5d755536ec64b2f357d7ebf6a0d4
15613	sp|P04183|KITH_HUMAN	P04183	KITH	08f07cc12ba9601e17da325c37d347996aa047f34f0d9498555d1ab1b6d4ac4d
15614	sp|P04921|GLPC_HUMAN	P04921	GLPC	b0cc5a40499b81c0065133571bb6f65b5677c6ae4ff7014c11a955ea932469ff
15615	sp|P08172|ACM2_HUMAN	P08172	ACM2	18e4fe4189d4300e2c85dc966249934aacd3dc3e351a62364a698aa32cefc59a
15616	sp|P0C024|NUDT7_HUMAN	P0C024	NUDT7	375759b1d6c6b612c100d89964d45da390d5dddc3d039dc1471a0f1aa79e59cb
15617	sp|P0DN26|PAL4F_HUMAN	P0DN26	PAL4F	d2f6a42153df3cfb6bb0bfa9d2ed9a0c2d7e9bc326880203de814127e5964152
15618	sp|P11172|UMPS_HUMAN	P11172	UMPS	c303d7e7724c7beedc8089712b3939a89de9ef2ec912b0e488240d9c7393bb88
15619	sp|P11464|PSG1_HUMAN	P11464	PSG1	5082ea57818ab41323caf10d4ac01e39b067f82ad4fbbeed4428ee3450ddeba7
15620	sp|P11473|VDR_HUMAN	P11473	VDR	535363783c0c533c3a927c0ad3ef395e2a62e8f7b3fbe3ece2c45a98e2b59b25
15621	sp|P13612|ITA4_HUMAN	P13612	ITA4	1f0a5a2544b02a305ead1c891b2b8cd0ed571e0d110175d833be071d086e6560
15622	sp|P14314|GLU2B_HUMAN	P14314	GLU2B	24b4d40cf97ab74e272f224309963945d1923a6683f4a319e03c1ec7367b4caa
15623	sp|P19623|SPEE_HUMAN	P19623	SPEE	65d4c131e0bcb2e2827d7c4be6f8d12a3b1d4878d6f50366f8b11d9f03513260
15624	sp|P20396|TRH_HUMAN	P20396	TRH	702a598528fe5aaa6dfd16e551d82d99c435737560d54d6451c55bf97290932f
15625	sp|P27930|IL1R2_HUMAN	P27930	IL1R2	6ffb85730e9e44dbe850559502c730018de409168c9b379daca50b37cd376f05
15626	sp|P31249|HXD3_HUMAN	P31249	HXD3	99c6ad2b025c5185787e5d604237f43a8533f379f5d392ce8c004e4f90e2630d
15627	sp|P35228|NOS2_HUMAN	P35228	NOS2	045de6b23d69dba05552c9aae2f5507478a5c7eddd1a1641df8082b145478595
15628	sp|P48595|SPB10_HUMAN	P48595	SPB10	4b4dc510dceb7493f8ffad53aab439502e8d78156fe6525c20366bd003327d77
15629	sp|P48651|PTSS1_HUMAN	P48651	PTSS1	29ae20e0ca37f4343cc2c25cbe487519872dfeba59e3aace8b6fe67ddef9f908
15630	sp|P50876|R144A_HUMAN	P50876	R144A	51af3869f454e459c139b93e06ef559857f5e9ad8122f3a6aa2176e4364d1bc6
15631	sp|P53539|FOSB_HUMAN	P53539	FOSB	16f688c624781b43ae096b2f66a26dbe58dd03fa86d3472b56fa3331edf4ce49
15632	sp|P55899|FCGRN_HUMAN	P55899	FCGRN	866223ef286528c1d0fc85282826478eed3a3714c289b5a33f6da461b1ea0a03
15633	sp|P61247|RS3A_HUMAN	P61247	RS3A	a43970fc8c86e05514564da45a2916186035a71866c004d780b34942f6007756
15634	sp|P62851|RS25_HUMAN	P62851	RS25	b8ddf44f27f9042c3e2ef8c58e5b54804049a0c11f22ef6efa3775d3eea18306
15635	sp|P80162|CXCL6_HUMAN	P80162	CXCL6	7580f3b7f4603d309b65361915f949a73952d4a2c2200e9fe8bd3a31d617e678
15636	sp|Q02779|M3K10_HUMAN	Q02779	M3K10	2217216aa2f83359a0dbae70c3ab138e4f03b64cfd6a0b079049ecf160f72e3a
15637	sp|Q05193|DYN1_HUMAN	Q05193	DYN1	7cd260f9ab51c3ee5dd2a8f2bf686eb632d2dc62bcdd2f9d991be4362ddc9527
15638	sp|Q08830|FGL1_HUMAN	Q08830	FGL1	6e0ada300a5d2b01563af846958dea3fda34a39461b3c3de8042e704bd524f62
15639	sp|Q12766|HMGX3_HUMAN	Q12766	HMGX3	2e5967db832b09a0cb2bfd260a39bd991246cabf0b8188cacbff960c0309ece4
15640	sp|Q12796|PNRC1_HUMAN	Q12796	PNRC1	7dfdc291b37064be64e19cd1bdd0bfaa0f5f3f58fccde0cece2db2a39259cce0
15641	sp|Q12840|KIF5A_HUMAN	Q12840	KIF5A	34af8b089d12754183cb33e909d8e1d26d019296cbd5369a4be0382c5230c377
15642	sp|Q14671|PUM1_HUMAN	Q14671	PUM1	05b9e4ad04d5730fd38440bc1685b6dfe8f1d88b5cef3708ced2ddaa50e534ff
15643	sp|Q14916|NPT1_HUMAN	Q14916	NPT1	5a1ee756daf883ff8831c9986b5aedb48f06303d61381425d1911ff104cf5e3c
15644	sp|Q14C87|T132D_HUMAN	Q14C87	T132D	3d5cf60a0234c377826252e0f73751357605cf1d08a4972e5d08b9065a4cb0ff
15645	sp|Q16584|M3K11_HUMAN	Q16584	M3K11	1a32a0b33ebb4ddda7dfecb87ed99595da3dfc7c10e80c7fbc1ad3777f3990c3
15646	sp|Q3LI68|KR222_HUMAN	Q3LI68	KR222	337561b80f5bfc59fed5ee23152c3c68f6a2e441d6d0289243648f9a4787f338
15647	sp|Q6AI12|ANR40_HUMAN	Q6AI12	ANR40	eff3b9ddd69c0b59f44b6549ccd00c2d8f4f9743ded71b1f4f7116188623ffc5
15648	sp|Q6F5E8|CARL2_HUMAN	Q6F5E8	CARL2	3b24dfffcfd8291f96980a44677dc149ebbd99cc145af9837fa4575bf95c1eba
15649	sp|Q6ICL7|S35E4_HUMAN	Q6ICL7	S35E4	ae435bf15ecbfb8a55db9cfd44649ca1867471a448f5dcdf945e02535cf4ac2f
15650	sp|Q6IMI6|ST1C3_HUMAN	Q6IMI6	ST1C3	916f45ec4f09acbeb7cab08c6156615e5b14f86040ef58fd58a5c9bcb6f857f9
15651	sp|Q6IMN6|CAPR2_HUMAN	Q6IMN6	CAPR2	42883de11e7077263e847bdf04b8a1852ac37f0a1d51f1eaba985342556f7c51
15652	sp|Q6L8Q7|PDE12_HUMAN	Q6L8Q7	PDE12	e40d28019e337fa1e6dec9a302632599b309568407ca51fbd1e84a711c7a7c06
15653	sp|Q6NZY4|ZCHC8_HUMAN	Q6NZY4	ZCHC8	3c0bc90f53d325b73feaedcf40d9b140755a5299c0e7007a83eb57200c3eb6cf
15654	sp|Q6P1R4|DUS1L_HUMAN	Q6P1R4	DUS1L	bb874383bea1d921ef0417b2bc1d8f57f46c0d8614a845f7819b4cac16f97b4c
15655	sp|Q6ZV80|CB091_HUMAN	Q6ZV80	CB091	ccc110c182f6e86eb0e2b3971864d6b224022aba34766d054e8716958da7b7ff
15656	sp|Q6ZW61|BBS12_HUMAN	Q6ZW61	BBS12	6011d261d835ee48f9bc104f860f2da1bf4a337f555a1c608060786865b9c9f5
15657	sp|Q86WS4|RDIC1_HUMAN	Q86WS4	RDIC1	d62ac1c3f6f4b54b66a4841c4337c522339b3a77396f858e475d6731200dff1a
15658	sp|Q86X59|CQ082_HUMAN	Q86X59	CQ082	d7ca57dc84660031f147162ffe048ea5fe41abd95fb3f01d1054ad474cc98dda
15659	sp|Q86XJ0|CAHM3_HUMAN	Q86XJ0	CAHM3	57f2d4dd18ece5e6e1785d057e9841f73b3e3a79dc6ed4d7ff4af0e1678d3389
15660	sp|Q8IWA0|WDR75_HUMAN	Q8IWA0	WDR75	baa240aa5de66867b513b7a67006eabef3fd15365ed4df473e9395608f3bbcfb
15661	sp|Q8IWF2|FXRD2_HUMAN	Q8IWF2	FXRD2	50a1ead3db5d792f21502e8f254cf00d3ebf7598ff49044aaf2db5ca1f3f6381
15662	sp|Q8N1T3|MYO1H_HUMAN	Q8N1T3	MYO1H	26744c9063376dc2bb02fa50da831898072b80ace2d2f713453cbbffc933c4e6
15663	sp|Q8N2I2|ZN619_HUMAN	Q8N2I2	ZN619	5b699e3d26ae754683a6e45d99952343cc804683b63071464011fcf32529d68a
15664	sp|Q8N769|CN178_HUMAN	Q8N769	CN178	c0ffbe00332f84738a275b046667b90cba58743171a44698156b71c4e9847ed8
15665	sp|Q8N841|TTLL6_HUMAN	Q8N841	TTLL6	a33c0a856fac369b85b7a045e73f087d8fbf13a3fc719089b284677f2c8580b0
15666	sp|Q8NGQ2|OR6Q1_HUMAN	Q8NGQ2	OR6Q1	3e9475c517bce81c5226f58ac371ab21f9558616fd4b845cd08897c0b9099d08
15667	sp|Q8TE59|ATS19_HUMAN	Q8TE59	ATS19	4fac20041abd76511745dac2440d8a2ea02285945ec709d21dfb47de31d5b90d
15668	sp|Q8WWB5|PIHD2_HUMAN	Q8WWB5	PIHD2	9718287402efdcc60e6716a5b8add6b0a771767d7ce63294ed80049615dfc77f
15669	sp|Q96BY9|SARAF_HUMAN	Q96BY9	SARAF	7253f691a776eaff9e5cf07689bf0930225cd8cb8b0e79ac0a5e2bc842472989
15670	sp|Q96CS3|FAF2_HUMAN	Q96CS3	FAF2	98821612bcf6e81a18aad578c81bbc79e6bf42f74892a27daccc87fc328984e2
15671	sp|Q96CV9|OPTN_HUMAN	Q96CV9	OPTN	49058e778db430aa4df8b3d0d086bd7393f0be132efbe5b75ed64fd340f62dc4
